id,closeness_to_holiday,B,Month,product_page_duration,BounceRates,info_page_duration,total_duration,device,num_of_admin_pages,num_of_product_pages,C,ExitRates,num_of_info_pages,D,user_type,Region,admin_page_duration,PageValues,A,Weekend,internet_browser,purchase
11907,0.0,97.63084126962553,Dec,7700.501461 minutes,0.002597403,127.5 minutes,8044.501461,2.0,3.0,151.0,log404,0.012782021999999999,3.0,,Returning_Visitor,3.0,216.5,4.074920999,c_2,0.0,chrome_99.1.3,0
11909,0.0,84.35303456858304,Nov,787.75 minutes,0.015384615,0.0 minutes,787.75,2.0,0.0,13.0,log8080,0.046153846,0.0,,Returning_Visitor,4.0,0.0,0.0,c_10,0.0,chrome_98.0.1,0
11910,0.0,117.98271168880527,Dec,1589.625 minutes,0.0,0.0 minutes,1589.625,2.0,0.0,32.0,log8080,0.012903226,0.0,,Returning_Visitor,6.0,0.0,15.63731434,c_1,0.0,chrome_90.1.7,0
11911,0.0,118.60591322091452,Nov,2994.827381 minutes,0.0,0.0 minutes,,2.0,0.0,35.0,log400,0.01969697,0.0,,Returning_Visitor,1.0,0.0,0.0,c_2,1.0,chrome_89,0
11912,0.0,110.11894500456494,Nov,3211.3448719999997 minutes,0.006779661,0.0 minutes,3211.3448719999997,2.0,0.0,118.0,log200,0.016468927,0.0,,Returning_Visitor,9.0,0.0,3.05990612,c_2,1.0,chrome_89,1
11914,0.0,113.61145490132876,Dec,2628.0 minutes,0.0024691360000000002,0.0 minutes,2726.0,2.0,2.0,81.0,log200,0.012345678999999998,0.0,,Returning_Visitor,1.0,98.0,0.602232815,c_2,0.0,safari_13,1
11915,0.0,100.03265785965952,Dec,124.75 minutes,0.0,0.0 minutes,,4.0,0.0,14.0,log400,0.028571429,0.0,,Returning_Visitor,4.0,0.0,0.0,c_2,0.0,browser_6_v13,0
11916,0.0,107.65157559961996,Nov,2709.522357 minutes,0.0,0.0 minutes,,2.0,9.0,106.0,log200,0.022650186,0.0,,Returning_Visitor,4.0,161.25,0.0,c_2,0.0,browser_5_v9,0
11917,0.0,99.40799099734194,Nov,11240.976690000001 minutes,0.012382578,32.5 minutes,,3.0,3.0,290.0,log400,0.024237631000000003,3.0,,Returning_Visitor,1.0,35.0,0.0,c_13,1.0,chrome_99.1.3,0
11920,0.0,107.9749776170301,Dec,3006.8836309999997 minutes,0.00462963,91.0 minutes,,3.0,0.0,87.0,log202,0.018585538000000002,3.0,,Returning_Visitor,3.0,0.0,0.0,c_1,0.0,chrome_99.1.4,0
11921,0.0,97.53878108836952,Nov,,0.0,,,2.0,0.0,17.0,log400,0.01512605,0.0,,Returning_Visitor,6.0,0.0,0.0,c_2,0.0,chrome_99.1.3,0
11922,0.0,111.7410791572542,Nov,7190.547947 minutes,0.0013961610000000001,0.0 minutes,,2.0,3.0,189.0,log8080,0.014604116,,,Returning_Visitor,1.0,29.81515152,39.29216261,c_2,0.0,chrome_99.1.4,1
11923,0.0,101.51154275605477,Dec,772.625 minutes,0.004761905,0.0 minutes,772.625,2.0,0.0,42.0,log400,0.019047619,0.0,,Returning_Visitor,1.0,0.0,0.0,c_2,0.0,chrome_90.1.7,0
11924,0.0,72.47424219745007,Dec,901.2888889000001 minutes,0.0,0.0 minutes,,2.0,0.0,30.0,log400,0.007333333,0.0,,New_Visitor,7.0,0.0,34.14841957,c_2,0.0,chrome_99.1.3,1
11925,0.0,94.2056080973068,Dec,54.33333333 minutes,0.0,0.0 minutes,,1.0,0.0,5.0,log202,0.02,0.0,,Returning_Visitor,1.0,0.0,0.0,c_3,0.0,chrome_98.0.1,0
11926,0.0,95.58042386904054,Nov,179.95833330000002 minutes,0.0,0.0 minutes,328.20833330000005,2.0,4.0,7.0,log_100,0.005,0.0,,New_Visitor,1.0,148.25,0.0,c_8,1.0,chrome_99.1.4,1
11927,0.0,77.31186820778335,Nov,2721.555108 minutes,0.001951952,97.75 minutes,,1.0,4.0,70.0,log200,0.017189707,1.0,,Returning_Visitor,1.0,140.675,10.53591515,c_10,1.0,chrome_99.1.3,1
11928,0.0,100.5103018566967,Nov,1673.593939 minutes,0.0018518520000000002,0.0 minutes,,2.0,1.0,37.0,log202,0.040162037000000005,0.0,,Returning_Visitor,3.0,27.5,0.0,c_10,1.0,edge_96.0.1054.72,0
11929,0.0,104.91013339171423,Dec,670.0 minutes,0.0,0.0 minutes,,2.0,4.0,17.0,log_100,0.010526316,0.0,,New_Visitor,1.0,153.75,0.0,c_2,0.0,chrome_89,0
11930,,92.45067229532344,Nov,1121.416667 minutes,0.0,36.5 minutes,,2.0,0.0,40.0,log8080,0.022195122,,,Returning_Visitor,3.0,,0.0,c_2,0.0,chrome_80,0
11931,0.0,89.15493460051427,Dec,1284.361822 minutes,0.001923077,17.25 minutes,1356.611822,1.0,4.0,100.0,log200,0.011603935,3.0,5.972561321161301,Returning_Visitor,1.0,55.0,0.0,c_10,0.0,safari_14,0
11932,0.0,90.55271461697602,Dec,281.9 minutes,0.02,0.0 minutes,281.9,1.0,0.0,11.0,log202,0.04,0.0,,Returning_Visitor,1.0,0.0,0.0,c_6,0.0,,0
11933,,106.63142169072313,Dec,1085.25 minutes,0.0,20.0 minutes,,3.0,0.0,28.0,log202,0.01,2.0,,New_Visitor,1.0,0.0,0.0,c_11,0.0,,1
11934,0.0,108.78728693330648,Dec,0.0 minutes,0.2,0.0 minutes,0.0,1.0,0.0,1.0,log200,0.2,,,New_Visitor,1.0,0.0,0.0,c_2,0.0,safari_15.2,0
11935,0.0,94.64346693843319,Nov,353.0833333 minutes,0.022222222000000003,0.0 minutes,353.0833333,1.0,0.0,18.0,log_100,0.05,0.0,,Returning_Visitor,1.0,0.0,0.0,c_2,1.0,safari_13.1,1
11936,0.0,94.35842909677464,Nov,5395.201794 minutes,0.010485437,0.0 minutes,5716.701794,2.0,1.0,103.0,log_100,0.03,0.0,,Returning_Visitor,1.0,321.5,0.0,c_2,0.0,chrome_99.1.4,0
11937,0.0,94.51838930480424,Dec,389.4107143 minutes,0.007692308,15.0 minutes,534.0357143,3.0,,25.0,log202,0.014102564,1.0,,Returning_Visitor,1.0,129.625,0.0,c_2,1.0,chrome_89,0
11938,0.0,99.94942673248407,Dec,0.0 minutes,0.2,0.0 minutes,,1.0,0.0,,log400,0.2,0.0,,Returning_Visitor,4.0,,0.0,c_1,1.0,safari_13.1,0
11939,0.0,118.42677192027347,Nov,0.0 minutes,0.2,0.0 minutes,0.0,1.0,0.0,0.0,log8080,0.2,1.0,,Returning_Visitor,1.0,0.0,0.0,c_15,0.0,safari_14.1,0
11940,0.0,89.44549162455517,Dec,483.29166669999995 minutes,0.0,0.0 minutes,483.29166669999995,2.0,0.0,12.0,log_100,0.041666667000000004,0.0,,Returning_Visitor,1.0,0.0,0.0,c_1,0.0,browser_5_v10,0
11941,0.0,94.4970201276356,Dec,1493.353846 minutes,0.00952381,0.0 minutes,,2.0,3.0,62.0,log200,0.04031746,0.0,,Returning_Visitor,1.0,17.0,0.0,c_2,0.0,chrome_89,0
11942,0.0,92.62136420361695,Nov,350.375 minutes,0.018181818,0.0 minutes,350.375,3.0,0.0,11.0,log200,0.011688312,0.0,,New_Visitor,3.0,0.0,0.0,c_2,0.0,chrome_98.0.1,0
11944,0.0,87.97052228818255,Nov,,0.016129031999999998,0.0 minutes,,3.0,2.0,32.0,log404,0.041935484,,,Returning_Visitor,3.0,50.875,0.0,c_6,1.0,chrome_90.1.7,0
11945,0.0,105.95880237456129,Nov,568.25 minutes,0.018181818,66.5 minutes,679.25,1.0,1.0,8.0,log404,0.033333333,1.0,,Returning_Visitor,2.0,44.5,26.45046371,c_7,0.0,safari_13,0
11946,0.0,89.7415579577353,Nov,442.16666669999995 minutes,0.0,0.0 minutes,522.1666667,2.0,4.0,17.0,log8080,0.010526316,0.0,,New_Visitor,6.0,,0.0,c_2,1.0,chrome_99.1.4,0
11947,0.0,88.19793565288622,Nov,1254.2952380000002 minutes,0.006666666999999999,0.0 minutes,,1.0,0.0,30.0,log400,0.014666667,0.0,,Returning_Visitor,3.0,0.0,0.0,c_2,1.0,safari_15.2,0
11948,0.0,84.86716281990192,Nov,2221.0 minutes,0.002857143,0.0 minutes,2328.5,2.0,5.0,31.0,log202,0.01047619,0.0,,Returning_Visitor,9.0,107.5,0.0,c_3,0.0,chrome_89,0
11949,,110.66817424074772,Dec,4597.575252000001 minutes,0.006766917,0.0 minutes,,3.0,0.0,131.0,log_100,0.028754539,1.0,,Returning_Visitor,1.0,0.0,0.0,c_2,0.0,chrome_98.0.1,0
11951,0.0,107.87521711769872,Nov,472.5 minutes,0.019047619,0.0 minutes,,1.0,0.0,21.0,log202,0.019047619,1.0,,Returning_Visitor,1.0,0.0,34.27708553,c_10,0.0,safari_15.2,1
11952,0.0,85.32125748459313,Nov,146.375 minutes,0.075,0.0 minutes,,3.0,0.0,,log200,0.0875,0.0,,Returning_Visitor,1.0,0.0,0.0,c_13,0.0,chrome_99.1.4,0
11953,0.0,94.47337733178912,Nov,18.0 minutes,0.0,0.0 minutes,,1.0,0.0,2.0,log400,0.1,0.0,,Returning_Visitor,1.0,0.0,0.0,c_1,0.0,safari_15.2,0
11955,0.0,86.06207091050125,Dec,329.25 minutes,0.05,0.0 minutes,329.25,3.0,0.0,9.0,log8080,0.075,0.0,,Returning_Visitor,4.0,0.0,38.83384563,c_1,0.0,chrome_80,1
11956,0.0,85.76203417205554,Nov,156.5 minutes,0.0,0.0 minutes,156.5,2.0,0.0,,log202,0.013333333000000001,0.0,,Returning_Visitor,7.0,0.0,0.0,c_1,0.0,edge_96.0.1054.75,1
11957,0.0,90.97599974437026,Nov,429.91666669999995 minutes,0.014285714,0.0 minutes,,1.0,0.0,14.0,log404,0.033333333,0.0,,Returning_Visitor,4.0,0.0,0.0,c_11,0.0,browser_8_v20,0
11958,0.0,93.70989260349744,Nov,1127.566667 minutes,0.006818182,0.0 minutes,1127.566667,4.0,0.0,44.0,log200,0.021969697000000003,0.0,,Returning_Visitor,1.0,,0.0,c_3,0.0,chrome_90.1.7,0
11960,0.0,114.19371781042769,Nov,,0.0,0.0 minutes,1032.9,2.0,0.0,17.0,log404,0.013333333000000001,0.0,,Returning_Visitor,1.0,0.0,0.0,c_2,0.0,edge_96.0.1054.75,0
11961,0.0,103.66326598200995,Nov,,0.00211827,90.0 minutes,,3.0,9.0,95.0,log8080,0.018655903999999997,1.0,,Returning_Visitor,2.0,183.78571430000002,5.932009012999999,c_2,0.0,chrome_98.0.1,1
11962,0.0,112.88626816406841,Dec,,0.0,0.0 minutes,253.25,3.0,,10.0,log8080,0.02,0.0,,Returning_Visitor,1.0,0.0,0.0,c_10,0.0,chrome_99.1.4,0
11963,0.0,112.27836935708626,Nov,0.0 minutes,0.1,0.0 minutes,14.0,1.0,1.0,1.0,log8080,0.15,0.0,,Returning_Visitor,1.0,14.0,0.0,c_10,0.0,safari_15.4,0
11965,0.0,97.31319524130075,Nov,4928.927389 minutes,0.016774043,164.625 minutes,,3.0,13.0,107.0,log200,0.028505395,6.0,,Returning_Visitor,1.0,442.6,1.451867861,c_2,0.0,chrome_80,1
11966,0.0,108.6815880003741,Nov,1568.65 minutes,0.006896551999999999,1415.0 minutes,3024.15,2.0,1.0,56.0,log202,0.02183908,2.0,,Returning_Visitor,1.0,40.5,28.16893067,c_8,1.0,chrome_98.0.1,0
11967,,121.12958632697877,Nov,327.0 minutes,0.013333333000000001,30.5 minutes,,1.0,0.0,14.0,log202,0.026666667,1.0,,Returning_Visitor,4.0,0.0,0.0,c_3,0.0,safari_15.2,0
11968,0.0,117.2734565006605,Nov,57.0 minutes,0.05,0.0 minutes,57.0,1.0,0.0,4.0,log400,0.075,0.0,,New_Visitor,1.0,0.0,0.0,c_8,0.0,safari_14,0
11969,0.0,109.25321064850668,Nov,0.0 minutes,0.2,0.0 minutes,,1.0,0.0,1.0,log404,0.2,0.0,,Returning_Visitor,1.0,0.0,0.0,,0.0,browser_8_v14,0
11970,0.0,101.27084709885821,Nov,430.16666669999995 minutes,0.0,0.0 minutes,,3.0,0.0,5.0,log400,0.041666667000000004,1.0,,Returning_Visitor,1.0,0.0,0.0,c_2,0.0,chrome_98.0.1,0
11971,0.0,107.8856300485913,Dec,576.8571429 minutes,0.005555556,0.0 minutes,703.3571429,1.0,3.0,,log200,0.01087963,0.0,,Returning_Visitor,4.0,126.5,0.0,c_3,0.0,safari_13,0
11972,0.0,112.0171377522762,Dec,891.5 minutes,0.0,0.0 minutes,891.5,1.0,0.0,9.0,log200,0.0125,0.0,,Returning_Visitor,1.0,,0.0,c_2,0.0,safari_14,0
11973,0.0,93.90956695096713,Dec,3779.4444439999997 minutes,0.0,0.0 minutes,,3.0,0.0,38.0,log400,0.02814992,0.0,,Returning_Visitor,1.0,0.0,0.0,c_2,0.0,chrome_89,0
11975,0.0,101.07691191472676,Nov,50.25 minutes,0.0,0.0 minutes,165.3333333,3.0,5.0,3.0,log400,0.014285714,0.0,,New_Visitor,4.0,115.08333329999999,0.0,c_2,0.0,chrome_90.1.7,0
11976,0.0,90.70296993946441,Nov,1065.45 minutes,0.0,0.0 minutes,,2.0,0.0,27.0,log_100,0.012345678999999998,,,New_Visitor,3.0,0.0,0.0,c_2,0.0,chrome_98.0.1,0
11977,0.0,114.58916055903289,Nov,4391.876232 minutes,0.008759124,155.375 minutes,4703.0970652999995,1.0,10.0,128.0,log400,0.022411525,4.0,,Returning_Visitor,1.0,155.8458333,0.0,c_2,0.0,chrome_99.1.3,0
11978,0.0,104.67461951700902,Dec,221.20833330000002 minutes,0.0,0.0 minutes,,2.0,10.0,14.0,log_100,0.012698413,0.0,,New_Visitor,4.0,150.20833330000002,0.0,c_2,0.0,chrome_99.1.4,0
11979,0.0,103.6243621912549,Nov,593.75 minutes,0.0,0.0 minutes,,,,15.0,log202,0.014285714,0.0,,Returning_Visitor,3.0,0.0,92.93949930000001,c_11,1.0,browser_8_v15,1
11980,0.0,112.97677805355434,Dec,298.875 minutes,0.0,0.0 minutes,,1.0,,17.0,log_100,0.014035088000000001,0.0,,New_Visitor,1.0,34.5,0.0,c_2,0.0,browser_5_v8,0
11981,0.0,92.96342999581677,Dec,166.0 minutes,0.0,0.0 minutes,,8.0,0.0,2.0,log202,0.05,0.0,,Other,9.0,0.0,0.0,c_20_16,0.0,browser_13_v11,0
11982,0.0,92.42550411044098,Dec,2117.654762 minutes,0.0,0.0 minutes,2173.654762,2.0,3.0,19.0,log200,0.014444443999999999,0.0,,Returning_Visitor,3.0,56.0,6.708900602000001,c_2,0.0,chrome_90.1.7,1
11983,0.0,107.54109794578548,Nov,5610.686899 minutes,0.008045977,195.0 minutes,,2.0,14.0,75.0,log202,0.019205168999999998,3.0,,Returning_Visitor,3.0,345.80654760000004,4.4526644939999995,c_2,0.0,chrome_99.1.3,0
11984,,91.31623836249385,Nov,1460.2561150000001 minutes,0.004703833,0.0 minutes,1460.2561150000001,1.0,0.0,84.0,log200,0.013205032,0.0,,Returning_Visitor,1.0,,0.0,c_2,1.0,safari_15,0
11985,0.0,90.19787474472916,Nov,764.6666667000001 minutes,0.025,0.0 minutes,764.6666667000001,3.0,0.0,8.0,log202,0.04375,0.0,,Returning_Visitor,4.0,0.0,0.0,c_10,0.0,chrome_89,0
11986,0.0,98.30187914690447,Nov,12595.62776 minutes,0.0023768120000000003,431.33333330000005 minutes,13424.677759999999,2.0,12.0,336.0,log400,0.01331553,3.0,,Returning_Visitor,1.0,397.71666669999996,1.178989949,c_11,0.0,chrome_99.1.3,1
11987,0.0,99.484512893638,Dec,761.75 minutes,0.0,0.0 minutes,,2.0,3.0,30.0,log8080,0.015053763000000001,0.0,,Returning_Visitor,1.0,67.5,19.31425101,c_1,1.0,edge_96.0.1054.75,1
11988,0.0,95.47520792330894,Nov,12166.69424 minutes,0.0,,,2.0,14.0,336.0,log404,0.012143626000000001,6.0,,Returning_Visitor,7.0,228.74853900000002,0.067049546,c_2,0.0,chrome_99.1.4,1
11989,0.0,102.0319909801641,Dec,0.0 minutes,0.2,0.0 minutes,,2.0,0.0,1.0,log_100,0.2,0.0,,Returning_Visitor,1.0,0.0,0.0,c_2,0.0,,0
11990,0.0,95.94093858987793,Nov,2007.0 minutes,0.01875,0.0 minutes,2007.0,1.0,1.0,16.0,log8080,0.054166667,0.0,,Returning_Visitor,3.0,0.0,0.0,c_1,0.0,safari_13.1,0
11991,0.0,93.20658074495576,Nov,3944.3849210000003 minutes,0.00516129,0.0 minutes,3991.8849210000003,2.0,1.0,123.0,log400,0.017112135,0.0,,Returning_Visitor,1.0,47.5,3.3030599689999995,c_2,0.0,chrome_99.1.4,0
11992,0.0,104.68405980820023,Nov,64.20833333 minutes,0.0,0.0 minutes,140.75,3.0,9.0,6.0,log_100,0.02,0.0,,Returning_Visitor,3.0,76.54166667,0.0,c_10,1.0,chrome_89,0
11993,0.0,96.45536790926174,Dec,0.0 minutes,0.2,0.0 minutes,,3.0,0.0,1.0,log200,0.2,0.0,,Returning_Visitor,1.0,0.0,0.0,c_1,0.0,chrome_98.0.1,0
11994,0.0,107.82908141460274,Nov,4227.094443999999 minutes,0.0,0.0 minutes,4391.427777299999,2.0,,102.0,log_100,0.00849359,0.0,,Returning_Visitor,1.0,164.33333330000002,0.0,c_2,1.0,chrome_99.1.3,0
11995,0.0,102.1679727284506,Nov,631.775 minutes,0.021428571,0.0 minutes,,2.0,0.0,29.0,log_100,0.05042517,0.0,,Returning_Visitor,1.0,0.0,0.0,,0.0,chrome_80,0
11996,,87.84374357637492,Dec,46.0 minutes,0.0,0.0 minutes,,6.0,0.0,6.0,log200,0.016666667,0.0,,Returning_Visitor,4.0,0.0,0.0,c_1,0.0,chrome_80,0
11997,0.0,105.20610605341005,Dec,416.5833333 minutes,0.0,0.0 minutes,416.5833333,1.0,0.0,10.0,log202,0.036666667,0.0,,Returning_Visitor,3.0,0.0,0.0,c_2,0.0,safari_13,0
11998,0.0,110.73817876693123,Nov,0.0 minutes,0.2,0.0 minutes,0.0,1.0,0.0,,log200,0.2,0.0,,Returning_Visitor,4.0,0.0,0.0,c_10,0.0,safari_15,0
11999,0.0,117.33490466596616,Nov,1063.4202380000002 minutes,0.011111111000000002,11.5 minutes,1164.5452380000002,,5.0,31.0,log8080,0.019961873999999998,2.0,,Returning_Visitor,1.0,89.625,0.0,c_13,1.0,chrome_99.1.4,0
12000,0.0,89.36175911370007,Nov,1934.2257579999998 minutes,0.009677419,0.0 minutes,,2.0,1.0,61.0,log202,0.01662531,0.0,,Returning_Visitor,1.0,0.0,0.0,c_13,0.0,chrome_99.1.3,0
12001,0.0,85.0070070284429,Nov,2527.083333 minutes,0.0,73.75 minutes,2697.583333,2.0,8.0,64.0,log404,0.005239899,1.0,,Returning_Visitor,4.0,,0.0,c_2,0.0,chrome_98.0.1,0
12002,0.0,110.14077562826715,Dec,2495.6150789999997 minutes,0.005649718000000001,0.0 minutes,,,2.0,61.0,log202,0.016000807,0.0,,Returning_Visitor,3.0,67.16666667,0.0,c_2,1.0,chrome_90.1.7,0
12003,0.0,102.60649887990466,Nov,655.875 minutes,0.0,0.0 minutes,,2.0,0.0,33.0,log8080,0.015151515,0.0,,Returning_Visitor,2.0,0.0,0.0,c_13,0.0,chrome_90.1.7,0
12004,0.0,110.726781690532,Nov,443.0 minutes,0.030769231,0.0 minutes,443.0,2.0,0.0,13.0,log400,0.05384615400000001,0.0,,Returning_Visitor,1.0,0.0,0.0,c_1,0.0,browser_5_v12,0
12005,0.0,91.02324132698158,Dec,1415.3875 minutes,0.00358209,0.0 minutes,1491.3875,2.0,5.0,66.0,log202,0.014262023,0.0,,Returning_Visitor,5.0,76.0,9.829114577,c_2,0.0,chrome_89,0
12006,0.0,99.83563656398242,Nov,658.75 minutes,0.0,0.0 minutes,771.5,3.0,,15.0,log400,0.011111111000000002,0.0,,New_Visitor,6.0,112.75,0.0,c_2,0.0,chrome_80,0
12007,0.0,105.26749794013665,Dec,,0.0,0.0 minutes,262.5,2.0,5.0,8.0,log400,0.027777778,0.0,,Returning_Visitor,4.0,29.0,0.0,c_2,0.0,chrome_80,0
12008,0.0,112.83192194403419,Dec,332.1666667 minutes,0.0,0.0 minutes,332.1666667,2.0,0.0,16.0,log202,0.007142857,0.0,,New_Visitor,3.0,0.0,0.0,c_2,0.0,chrome_90.1.7,0
12010,0.0,95.88612937417179,Dec,,0.0,0.0 minutes,,3.0,0.0,7.0,log202,0.021428571,0.0,,Returning_Visitor,9.0,0.0,0.0,c_2,0.0,chrome_99.1.4,0
12011,0.0,100.83159089921661,Dec,97.83333333 minutes,0.033333333,0.0 minutes,97.83333333,3.0,0.0,6.0,log400,0.075,0.0,,Returning_Visitor,3.0,0.0,0.0,c_1,1.0,chrome_89,0
12012,0.0,100.20682923147213,Dec,0.0 minutes,0.2,0.0 minutes,0.0,2.0,0.0,1.0,log400,0.2,0.0,,Returning_Visitor,5.0,0.0,0.0,,1.0,chrome_98.0.1,0
12013,0.0,104.8191143566975,Dec,345.0 minutes,0.0,0.0 minutes,708.05,2.0,8.0,,log_100,0.016666667,0.0,,Returning_Visitor,3.0,363.05,13.64300463,c_3,0.0,chrome_98.0.1,1
12015,0.0,105.44082586308976,Dec,247.0 minutes,0.0,0.0 minutes,247.0,8.0,0.0,12.0,log200,0.016666667,0.0,,Returning_Visitor,3.0,0.0,0.0,c_1,1.0,safari_14,0
12016,0.0,115.7653042499163,Nov,1327.666667 minutes,0.0,0.0 minutes,1327.666667,2.0,0.0,22.0,log200,0.032359307000000004,0.0,,New_Visitor,1.0,0.0,0.0,c_2,1.0,chrome_98.0.1,1
12017,0.0,105.54801870071246,Nov,941.6726189999999 minutes,0.018181818,0.0 minutes,2863.672619,3.0,6.0,30.0,log202,0.04444444400000001,0.0,,Returning_Visitor,2.0,1922.0,0.0,c_1,0.0,chrome_80,0
12018,0.0,114.15088413338421,Nov,735.4392857 minutes,0.0,0.0 minutes,,4.0,0.0,33.0,log404,0.0026936029999999997,0.0,,Returning_Visitor,4.0,0.0,0.0,c_2,0.0,chrome_99.1.3,0
12019,0.0,88.83321834159167,Nov,5091.890896 minutes,0.006521739,81.0 minutes,,2.0,3.0,132.0,log404,0.029863649,,,Returning_Visitor,4.0,43.0,0.0,c_2,1.0,chrome_90.1.7,1
12020,0.0,94.83615727378674,Nov,131.0 minutes,0.0,0.0 minutes,,1.0,,3.0,log202,0.033333333,0.0,,New_Visitor,4.0,0.0,0.0,c_6,0.0,browser_8_v10,0
12021,0.0,101.89129826916333,Nov,277.1666667 minutes,0.028571429,0.0 minutes,,3.0,0.0,7.0,log_100,0.05,,,Returning_Visitor,4.0,0.0,0.0,c_13,0.0,chrome_80,0
12022,0.0,93.84451667382324,Dec,242.91666669999998 minutes,0.0,0.0 minutes,,2.0,0.0,11.0,log400,0.02,0.0,,Returning_Visitor,7.0,0.0,16.16057924,c_2,1.0,browser_10_v9,1
12023,0.0,91.84278628959665,Nov,1342.434295 minutes,0.0,0.0 minutes,1541.8199788,2.0,9.0,38.0,log202,0.022542075,0.0,,Returning_Visitor,2.0,199.3856838,22.02071582,c_2,1.0,chrome_98.0.1,1
12024,0.0,95.45471311309429,Nov,371.25 minutes,0.0,0.0 minutes,403.25,1.0,3.0,15.0,log404,0.011764706000000002,0.0,,Returning_Visitor,4.0,32.0,0.0,c_11,0.0,browser_8_v8,0
12026,0.0,102.03733520231468,Dec,1110.666667 minutes,0.005405405,0.0 minutes,1140.166667,2.0,2.0,36.0,log8080,0.035585586,0.0,,Returning_Visitor,9.0,29.5,0.0,c_2,1.0,edge_98.0.1108.84,0
12027,0.0,89.91025602165641,Nov,4947.358038 minutes,0.001138211,,5742.5663713,3.0,9.0,118.0,log404,0.011200631,0.0,,Returning_Visitor,5.0,795.2083332999999,2.270358059,c_2,0.0,chrome_90.1.7,0
12028,0.0,97.98586870780619,Nov,1706.0648850000002 minutes,0.011111111000000002,0.0 minutes,1717.0648850000002,1.0,2.0,72.0,log202,0.021240391,0.0,,Returning_Visitor,3.0,11.0,0.0,c_2,0.0,safari_15,0
12029,0.0,81.66991011042833,Dec,383.4583333 minutes,0.0,0.0 minutes,383.4583333,2.0,0.0,15.0,log200,0.029333333,0.0,,Returning_Visitor,2.0,0.0,0.0,c_2,0.0,chrome_89,0
12030,0.0,99.58647404606623,Nov,82.75 minutes,0.028571429,0.0 minutes,,,0.0,7.0,log400,0.085714286,0.0,,Returning_Visitor,7.0,0.0,0.0,c_3,0.0,chrome_99.1.4,0
12031,0.0,133.81982435582822,Nov,68.25 minutes,0.033333333,0.0 minutes,68.25,2.0,0.0,6.0,log400,0.04444444400000001,0.0,,New_Visitor,7.0,0.0,0.0,c_2,0.0,chrome_99.1.4,0
12032,0.0,95.64089517304734,Dec,1033.0 minutes,0.008333333,0.0 minutes,,2.0,1.0,23.0,log400,0.0375,0.0,,Returning_Visitor,3.0,58.5,0.0,c_2,0.0,chrome_89,0
12033,0.0,98.81867608160438,Dec,161.33333330000002 minutes,0.0,0.0 minutes,,1.0,12.0,5.0,log_100,0.016666667,1.0,,Returning_Visitor,3.0,483.33333330000005,0.0,c_2,1.0,safari_13,0
12034,0.0,88.03021869087415,Nov,687.4833332999999 minutes,0.0,0.0 minutes,,1.0,,12.0,log400,0.0375,0.0,,Returning_Visitor,1.0,0.0,0.0,c_2,0.0,safari_13.1,0
12035,,111.99695878551637,Dec,539.5 minutes,0.0,302.0 minutes,,2.0,1.0,7.0,log8080,0.0125,1.0,,Other,4.0,3.0,0.0,c_2,1.0,chrome_99.1.4,0
12036,0.0,114.40205685728947,Nov,2599.0152780000003 minutes,0.011805556000000002,0.0 minutes,2980.7652780000003,1.0,7.0,69.0,log8080,0.034545686,0.0,,Returning_Visitor,1.0,381.75,5.560270537999999,c_2,0.0,safari_13,1
12037,0.0,113.39092080734683,Nov,2371.122222 minutes,0.0,0.0 minutes,2371.122222,2.0,0.0,32.0,log_100,0.012903226,0.0,,Returning_Visitor,1.0,0.0,0.0,c_2,0.0,chrome_89,0
12038,0.0,111.10300267262586,Nov,671.625 minutes,0.0,0.0 minutes,736.125,1.0,3.0,14.0,log200,0.030625,0.0,,Returning_Visitor,3.0,64.5,0.0,c_2,1.0,safari_15,0
12039,0.0,91.46397777073469,Nov,1461.416667 minutes,0.021978022000000003,0.0 minutes,,3.0,0.0,13.0,log202,0.047163947000000005,0.0,,Returning_Visitor,3.0,0.0,0.0,c_11,1.0,chrome_80,0
12040,0.0,107.04231361544456,Nov,708.25 minutes,0.0,0.0 minutes,997.25,3.0,3.0,5.0,log_100,0.025,0.0,,Returning_Visitor,1.0,,0.0,c_10,0.0,browser_3_v19,0
12041,0.0,108.1416007546815,Dec,386.25 minutes,0.0,0.0 minutes,386.25,3.0,0.0,9.0,log_100,0.022222222000000003,0.0,,New_Visitor,6.0,0.0,0.0,c_6,0.0,chrome_90.1.7,0
12042,0.0,92.79448168565438,Dec,1355.483333 minutes,0.0,81.0 minutes,1915.733333,1.0,5.0,41.0,log400,0.007142857,2.0,,Returning_Visitor,3.0,479.25,0.0,c_2,1.0,safari_14,0
12043,,90.62375581557897,Dec,331.0833333 minutes,0.00952381,0.0 minutes,,2.0,0.0,21.0,log404,0.042857143,0.0,,Returning_Visitor,1.0,0.0,0.0,c_2,0.0,chrome_99.1.3,0
12044,0.0,98.6459004489874,Dec,,0.0,8.0 minutes,,4.0,0.0,31.0,log200,0.025,1.0,,New_Visitor,1.0,0.0,0.0,c_2,1.0,safari_14.1,0
12045,0.0,84.84234226906261,Dec,1909.080556 minutes,0.004761905,0.0 minutes,2109.9138893,1.0,5.0,44.0,log8080,0.018253968,0.0,,Returning_Visitor,1.0,200.83333330000002,0.0,c_10,0.0,browser_8_v16,0
